source,target,edge_type,synthetic_output_btc,is_change_output
209112421,209131476,original,0.10975209,1
209079280,209865519,original,0.53576531,1
209731411,52720092,original,0.01266067,1
209499238,209922231,original,0.32913335,1
209541751,209952987,original,0.12651098,1
209503253,209918677,original,0.14309303,1
209482814,209865237,original,0.00596785,1
209814600,209814597,original,0.09491455,1
107891155,209921572,original,0.19524361,1
209867496,209867494,original,0.58372066,1
209100936,209537331,original,0.00792927,1
210636320,210636318,original,0.03526884,1
209067143,209686469,original,1.43560136,1
209948797,209965115,original,0.00424398,1
209150797,209479777,original,0.21019393,1
209045711,209673899,original,0.07371943,1
210662684,211157106,original,0.02372723,1
11040010,149807908,original,0.03276819,1
209721564,210405797,original,1.12465201,1
163919062,211163938,original,0.15206642,1
209499242,209499240,original,0.04448222,1
9275272,209918677,original,0.02077743,1
209699073,211086336,original,0.15778577,1
14925120,27849278,original,0.03667303,1
209537525,209867187,original,0.01815401,1
208953017,209837677,original,0.04089636,1
208994161,209826974,original,0.0899536,1
65263113,58114564,original,0.04269126,1
163919062,209982809,original,0.45662581,1
209536578,209832448,original,0.1408668,1
209113588,163877676,original,0.03690322,1
208913476,209813841,original,0.13781579,1
209596750,209596021,original,0.0364662,1
19943698,209798541,original,0.04249391,1
209545167,209854317,original,0.05258993,1
209807650,210320960,original,0.02941822,1
209848821,209848819,original,0.20212158,1
210530930,210530934,original,0.18781781,1
209569499,209569509,original,0.01617345,1
209796382,210404216,original,0.40013277,1
209567162,210477776,original,0.09477143,1
209543275,209883807,original,0.00405371,1
209744767,209746949,original,0.06652173,1
119149506,209539733,original,0.10824067,1
209123019,209123273,original,0.02200126,1
110056364,209837677,original,0.90445512,1
209479740,209479736,original,0.01726299,1
209951990,211083403,original,0.09862436,1
12485271,209496383,original,0.02196567,1
209135259,209722457,original,0.02327336,1
11663970,211078729,original,0.05753282,1
208927849,193703126,original,0.01882436,1
209515745,20009665,original,0.03293942,1
209976896,211100910,original,0.0224568,1
209047994,209048293,original,0.00735273,1
209951990,211085325,original,0.03400292,1
209545828,209837677,original,0.61158603,1
209588172,209973669,original,0.02504869,1
209541479,209844290,original,0.04632019,1
211080043,210440420,original,0.05596887,1
209069097,210512490,original,0.40625282,1
209480714,209480710,original,0.08478806,1
1722540,210203299,original,0.01687798,1
209882820,83525154,original,0.0064162,1
208998846,10310988,original,0.01619922,1
209814640,210300246,original,0.05766514,1
121459474,209810063,original,0.01205941,1
209669181,209537371,original,0.24494013,1
209489115,22137923,original,0.03296999,1
209115328,209848821,original,0.25078173,1
209060909,209692308,original,0.03113817,1
209481605,873437,original,0.01819428,1
209685497,209685488,original,0.01544054,1
209794961,209794958,original,0.09090635,1
209922529,209922231,original,0.22976244,1
209538773,209723672,original,0.08522475,1
209082860,209082863,original,0.01172109,1
208955126,208955128,original,0.05498814,1
209814117,143959970,original,0.04021756,1
209482223,39881509,original,0.00370623,1
209496653,209837677,original,0.05217242,1
208927847,208927849,original,0.14408161,1
42832374,12485265,original,0.35207131,1
209483925,209948434,original,0.13301496,1
3887426,209796187,original,0.00735391,1
209520145,62680076,original,0.01751745,1
209479773,209807650,original,0.15432933,1
209596331,209596021,original,0.01265792,1
209590630,209590626,original,0.10284995,1
210645257,210384693,original,0.02778625,1
209701425,209485497,original,0.04614184,1
2747803,211169310,original,0.0130074,1
208950501,209062464,original,0.07576864,1
208997282,208997957,original,0.02988622,1
208998571,208998843,original,0.41722742,1
209889747,210624705,original,0.02882639,1
209833927,210914669,original,0.83945012,1
209827875,209826974,original,0.09150833,1
208911420,211119485,original,0.03934069,1
102819083,110276377,original,0.02172909,1
209069088,209684521,original,0.0397769,1
12620908,210830766,original,0.02942138,1
209809766,209810041,original,0.05006445,1
209485003,209484998,original,0.03719391,1
2747803,211152178,original,0.32818555,1
209815571,210655305,original,0.11975859,1
208930332,59426969,original,0.16436485,1
209817021,209946505,original,0.20613831,1
209157937,209750119,original,0.02987801,1
209861323,209861320,original,0.0112739,1
209487402,20002498,original,0.08023544,1
209488479,209543016,original,0.05089807,1
209069041,209809083,original,0.04206057,1
209522270,209525931,original,0.85566955,1
209575300,211112096,original,0.10247236,1
209962332,209816354,original,0.01451323,1
209567122,209866894,original,0.070077,1
3887426,209810063,original,0.08744955,1
209740363,209837677,original,0.02140822,1
209052088,209482589,original,0.12881377,1
62390215,210557487,original,0.01277365,1
209596738,209918677,original,0.01895267,1
209481357,209520920,original,0.0346828,1
77782188,210670745,original,0.03036091,1
208909714,210201894,original,0.05736819,1
88585071,209826974,original,0.0203085,1
209050010,209050015,original,0.08055423,1
209485918,209864878,original,0.0744205,1
1788698,189229,original,0.00104881,1
208905121,209047994,original,0.24749192,1
210629253,210629951,original,0.09058411,1
3566826,209852286,original,0.04027779,1
99034752,209485480,original,0.01841391,1
44177180,209905828,original,0.11465685,0
208905111,208905123,original,0.02331887,1
209478790,209588977,original,0.02964405,1
209514383,209514380,original,0.03472692,1
208937509,209918677,original,0.03138008,1
209521885,209521884,original,0.03645486,1
209485844,209816451,original,0.00678894,1
5272053,210644780,original,0.08255145,1
210550735,209722178,original,0.01853031,1
210634007,210634013,original,0.04151305,1
209493619,209493609,original,0.02753152,1
209522304,54242840,original,0.04857433,1
209702712,209922538,original,0.04017135,0
209063361,209918677,original,0.03000996,1
209562938,209562933,original,0.05879266,1
9977370,210570269,original,0.1430498,1
211105915,211105961,original,0.07184956,1
209846325,211092116,original,0.17782444,1
211092116,211092321,original,0.21762654,1
210633763,210633465,original,0.0289737,1
209037379,209826974,original,0.34874148,1
208997651,208997659,original,0.03086353,1
209485114,209485112,original,0.01055352,1
209559541,209837677,original,0.06472109,1
209863835,210709803,original,0.09791403,1
209671333,104694169,original,0.52732941,1
209143819,209822485,original,0.13924318,1
209498993,107982210,original,0.2322278,1
34515968,211181064,original,0.22553755,1
209533789,209567128,original,0.02488195,1
209704313,209530390,original,0.09428239,1
209676434,209480722,original,0.02367858,1
209596325,209596021,original,0.05672641,1
209685485,209685481,original,0.0540708,1
209722167,209485498,original,0.07499145,1
209951990,210761870,original,0.35476848,1
209491904,209718450,original,0.25054768,1
210633465,210633843,original,0.05045223,1
209123919,209560843,original,0.0325122,1
209587871,209974893,original,0.21485237,1
209481378,209519965,original,0.06642062,1
119149506,209488479,original,0.24538615,0
5272053,210203299,original,0.00303904,1
209045011,209731864,original,0.05203464,1
2747803,210645259,original,0.23416744,1
21669949,210660376,original,0.0116638,1
209530090,209530088,original,0.00848776,1
209127840,209837677,original,0.0089297,1
208996277,208996285,original,0.05818874,1
209838802,209837677,original,0.02205939,1
209921236,209921231,original,0.08060264,1
209813485,210709803,original,0.15994237,1
211106213,210423412,original,0.02292215,1
210628776,210636827,original,0.09407535,1
209701337,209485497,original,0.05539119,1
210628568,210229840,original,0.00445625,1
208959991,210955214,original,0.01569554,1
209025976,209066622,original,0.09322481,1
9565016,209050851,original,0.10301998,1
209143519,209826687,original,0.00927206,1
209686469,209522520,original,0.04248093,1
178669708,209819177,original,0.00376807,1
208961542,210258825,original,0.04838141,0
209864242,210660376,original,0.10232741,1
44177180,211092325,original,0.00753565,1
209499458,209499406,original,0.01479046,1
209038447,209918677,original,0.00989425,1
209797492,210394281,original,0.06171563,1
9977370,209964071,original,0.12537809,1
26860736,209798837,original,0.36403047,1
208931431,209710576,original,0.00807701,1
210641504,210641501,original,0.04741805,1
209875891,209961658,original,0.16530477,0
209149013,209149020,original,0.0707783,1
209751134,209973261,original,0.00951877,1
209047594,209049102,original,0.03989528,1
190440214,22226403,original,0.16717681,0
209086596,209705579,original,0.05084544,1
91035188,208953308,original,0.11244597,1
208935431,209671336,original,0.15441292,1
208905123,166651394,original,0.00921877,1
53855756,92955102,original,0.01854334,1
77766982,209807092,original,0.0212865,1
209488337,211095800,original,0.04374224,1
210458270,210231187,original,0.04538048,1
211080036,211080043,original,0.14540721,1
209518755,209519967,original,0.01971067,1
209695451,209837677,original,0.29418813,1
210643807,210643804,original,0.27298273,1
150067970,209490881,original,0.14580291,1
9064082,210027143,original,0.38561665,1
68760174,210417464,original,0.04002465,1
209557630,209814647,original,0.0083567,1
209085959,209803046,original,0.01062499,1
209951990,211090714,original,0.06273602,1
208999460,208999468,original,0.0312953,1
209492868,209539013,original,0.02071764,1
209672239,209785346,original,0.13150331,0
209515745,210623684,original,0.04238926,1
209814641,209814640,original,0.01021068,1
210627646,210386260,original,0.01197882,1
209485037,209531753,original,0.16518731,1
209059205,209789899,original,0.00885312,1
209070912,209922929,original,0.01015236,1
209918748,209918677,original,0.19951478,1
57191122,209682852,original,0.12343135,1
209480926,209481782,original,0.28972286,1
209112367,112267928,original,0.13476476,1
209077871,209685500,original,0.10266392,1
27653479,209478843,original,0.06729092,1
209485057,163784570,original,0.06852835,1
209059761,209501237,original,0.18276225,1
209127519,210300257,original,0.01757035,1
209055952,209501193,original,0.03609639,1
209491478,209537034,original,0.01367019,1
52626703,209705579,original,0.06478397,1
209089446,209708779,original,0.1131523,1
2747803,209678295,original,0.08883052,1
208955372,209747454,original,0.01492546,1
209597153,209596021,original,0.19190029,1
18236550,209512730,original,0.0234559,1
209802748,209802754,original,0.0362594,1
189229,209921572,original,0.16033121,0
210620987,210368812,original,0.05374261,1
209558391,209813959,original,0.03792665,1
210531041,210531051,original,1.01941111,1
209055145,209055150,original,0.07336347,1
209075975,209106522,original,0.05213461,1
209522039,209819567,original,0.03690353,1
3566346,1788698,original,0.03154758,1
209723682,210673858,original,0.05383289,1
145998808,209675738,original,0.01969425,1
211081943,76821861,original,0.0187734,1
209686462,209686456,original,0.03074102,1
209961204,210709803,original,0.11526343,1
209706038,210660956,original,0.16915302,1
209518142,209797330,original,0.00595895,1
209478839,209478837,original,0.07075122,1
209588977,209837677,original,0.04058201,1
4659656,83525154,original,1.06566422,0
209722182,209485498,original,0.03700755,1
209713757,209837677,original,0.01274929,1
209120041,107982039,original,0.12567555,1
1630269,210570551,original,0.120854,1
1630269,209556175,original,0.03808357,1
209887168,53450386,original,0.08527481,1
209675742,209481717,original,0.19376433,1
52223803,52626706,original,0.23548382,1
54370366,209798859,original,0.09688303,1
1630269,211119690,original,0.02295487,1
208948658,209118261,original,0.01067025,1
9977370,209738595,original,0.02270128,1
209537547,108752879,original,0.1604951,1
208933800,208933804,original,0.0970719,1
209557123,209961658,original,0.00559226,1
11040010,209071804,original,0.00472731,1
209042521,210662684,original,0.002263,0
51712556,209480697,original,0.08692849,1
3658598,62537081,original,0.0325267,1
1552366,77609708,original,0.03218963,1
24590991,42832374,original,0.04682229,1
209029415,209785500,original,0.02971429,1
209705074,209537823,original,0.02571509,1
209672862,209672942,original,0.27618051,1
209495725,209850279,original,0.13233862,1
209574598,210207119,original,0.15391249,1
209922224,209921572,original,0.31921629,1
58913964,209867499,original,0.18916215,1
209519684,204193162,original,0.01496299,1
209962656,210711748,original,0.10072573,1
208962314,210258825,original,0.00554455,1
119149506,210568832,original,0.01967105,1
209042752,209671389,original,0.16075748,1
209798862,210660376,original,0.02364146,0
209955251,211133546,original,0.08507885,1
209750909,209973267,original,0.35500554,1
209683268,209549793,original,0.04606793,1
82608842,209098843,original,0.03616676,1
209499676,209875073,original,0.03553026,1
210628776,210628716,original,0.0313765,1
22226403,209531129,original,0.02859972,1
209499638,209535127,original,0.04323911,1
209001211,209837677,original,0.07611759,1
210503206,209537373,original,0.03627801,1
209506225,209865237,original,0.03600452,1
209064722,209918677,original,0.05452183,1
208911941,209143519,original,0.01275063,1
208904532,53118222,original,0.03917975,1
209496379,209496376,original,0.11132928,1
209059422,210378906,original,0.01225352,1
209518108,209803046,original,0.09084497,1
210012129,210709803,original,0.11641571,1
209703166,209703169,original,0.43687012,1
209478837,209946514,original,0.07442828,1
209572489,209961658,original,0.0204583,1
208907906,209046483,original,0.04676307,1
209501939,209567984,original,0.02667263,1
209922228,209921572,original,0.03977443,1
209816048,209949167,original,0.01039791,1
210641823,210383908,original,0.04583735,1
209560150,209961658,original,0.22963896,1
209533789,210012129,original,0.24362201,1
1552384,209812911,original,0.11198721,1
20002211,210621117,original,0.01938449,1
209871522,209870743,original,0.09364984,1
209488328,2272609,original,0.04017296,1
5272053,209865519,original,0.03502957,1
131507276,62738986,original,0.2093469,1
209493623,209493620,original,0.03436934,1
209841620,209837677,original,0.03283556,1
209080442,107364854,original,0.08876555,1
209520454,209520460,original,0.00990955,1
209488444,209539728,original,0.04069035,1
209071200,210504800,original,0.23275359,1
83525157,83525156,original,0.30059804,1
209720742,209837677,original,0.01750698,1
33109254,33109216,original,0.01558059,1
208904726,209076296,original,0.02509747,1
209037145,209952987,original,0.00100707,1
209501578,138359626,original,0.39306593,1
32023895,209498913,original,0.11832049,1
98289356,12913217,original,0.01339276,1
110617865,209104460,original,0.00976732,1
209801601,209818952,original,0.05114395,1
209079295,209921231,original,0.07790532,1
9977370,209946527,original,0.59812561,1
1552384,211151679,original,0.02807266,1
192721323,209819355,original,0.06623382,1
209943857,68760174,original,0.02857134,1
209522267,51148357,original,0.04094639,1
3566346,210602126,original,0.48320996,1
209139836,209789899,original,1.35451979,1
208909311,209049115,original,0.11691758,1
132840006,210573258,original,0.01033579,1
210207006,210207001,original,0.1547117,1
209522313,54242840,original,0.0527404,1
208916996,210258825,original,0.07025829,1
81827657,211170015,original,0.04251993,1
1630269,209810063,original,0.02558155,1
209050851,209668171,original,0.09455962,1
9977370,209837589,original,0.02571586,1
209596738,209596021,original,0.03648958,0
5134903,209183656,original,0.05295133,1
114134551,208951640,original,0.07253674,1
210644780,210231843,original,0.00866618,0
166796916,209495727,original,0.07889913,1
209045012,209789899,original,0.02915126,1
19965365,20002211,original,0.09595219,1
209486821,209904861,original,0.71526201,1
208900907,209502273,original,0.01815479,1
209518718,209797197,original,0.04655903,1
209539145,209836819,original,0.03236795,1
96197454,209971407,original,0.02643105,1
119149506,209688636,original,0.01245529,1
208917622,209059149,original,0.05937403,1
209104011,209838802,original,0.01667487,1
210627663,210644361,original,0.36776882,1
109715463,209961658,original,0.07365382,1
209537366,209537361,original,0.01111317,1
22505067,209905405,original,0.07803845,1
209479754,209520215,original,0.05678665,1
209499314,209871540,original,0.01300358,1
209674289,209481397,original,0.0479414,1
209025110,210570269,original,0.06502019,1
209982244,210488058,original,0.6635899,1
209704094,210644780,original,0.01345816,1
104483720,2272609,original,0.07750971,1
11042555,209824867,original,0.01233187,0
58865613,209596021,original,0.03320083,1
168021261,209479751,original,0.01508087,1
209682115,211174792,original,0.28647708,1
209923340,209923335,original,0.2345961,1
209083392,150067970,original,0.19210367,1
209531343,209961658,original,0.02363474,0
209576689,209577202,original,0.0183548,1
209922540,209922538,original,0.05119534,1
209723662,209499242,original,0.47046976,1
208909658,209150797,original,0.1679275,1
209503790,210762698,original,0.95865845,1
105963184,209802590,original,0.03433225,1
209810041,209810051,original,0.04955601,1
209548269,209922929,original,0.11886803,1
209530094,209824867,original,0.04654174,1
208962105,209136662,original,0.04661303,1
208996850,210617508,original,0.01468433,1
210496066,210634725,original,0.01768272,1
209718617,210976448,original,0.79735579,1
209508174,22981858,original,0.02606218,1
96197454,209923005,original,0.18940947,1
209750119,209503268,original,0.00679696,1
209531129,52883014,original,0.05331792,1
209498913,210830766,original,0.01430228,0
52169371,210576567,original,0.03861708,1
52169367,209681259,original,0.15206095,1
209521890,209808255,original,0.03523714,1
209952974,210638488,original,0.49973612,0
58918333,209789899,original,0.0743221,1
119376188,209816067,original,0.06343983,1
209902420,209903759,original,0.03249332,1
210930849,211152187,original,0.01749768,1
209713645,209866894,original,0.02094612,1
209089450,209708775,original,0.08956826,1
209821303,23002740,original,0.02011612,1
209560158,209871763,original,0.03606605,1
187962501,210635317,original,0.03345524,1
210624701,210624697,original,0.37700978,1
209796187,211142949,original,0.06050814,1
209819541,209819543,original,0.06940858,1
27936861,115567679,original,0.01780654,1
209734044,209501941,original,0.01802538,1
209893004,210397358,original,0.01439567,1
209151921,209722457,original,0.04366086,1
138359626,210199910,original,0.00677486,1
208906940,209064416,original,0.12269123,0
209819567,210397357,original,0.08620572,1
209485497,209485480,original,0.01152999,1
209711715,209713773,original,0.03742334,1
208991792,209921982,original,0.19942003,1
208928448,209064416,original,0.04749672,0
209512035,210660376,original,0.01113224,1
208953839,209826974,original,0.21078189,0
209041279,209478789,original,0.16724984,1
209704661,211095800,original,0.21509737,1
209101263,209918445,original,0.01530849,1
211129012,210818047,original,2.10000634,1
75545963,210386250,original,0.07599365,1
209058036,209528002,original,0.04566646,1
209825431,209824867,original,0.07164191,1
209948355,210641749,original,0.1385751,1
8521092,211118580,original,0.323262,1
209815723,210657943,original,0.01800925,1
209151578,209579483,original,0.03343029,1
209747454,209747457,original,0.01955281,1
209895646,209982809,original,0.00691173,1
209051931,209501237,original,0.06755683,1
209825207,209824867,original,0.15410869,1
208929036,208929042,original,0.01932732,1
209557607,209961658,original,0.02258972,1
210629243,210629246,original,0.02270696,1
209029407,209782043,original,0.16267069,1
195391928,209918764,original,0.02652121,1
208939541,210645259,original,0.00348589,1
209701744,209485497,original,0.05479256,1
209536575,209536570,original,0.02948404,1
208900881,209084673,original,0.01383312,1
208955128,208955368,original,0.0504699,1
209055257,100522939,original,0.06175153,1
209079629,209085964,original,0.03443915,1
209687548,210531041,original,0.04046714,1
209537031,209539728,original,0.00642078,0
27241559,209970505,original,0.01538281,1
209051199,209521885,original,0.07026697,1
209915900,209916052,original,0.11723261,1
208904584,209158158,original,0.01947647,1
209922227,209921572,original,0.45319383,1
208947780,209004859,original,0.03802467,1
209533301,209824867,original,0.02081743,1
209072130,209812533,original,0.06011105,1
209046671,209046682,original,0.07485316,1
209482589,209482587,original,0.05219482,1
9275272,209824867,original,0.04712803,0
209694994,209961658,original,0.0956937,0
209515374,211101251,original,0.24770501,1
75917855,208905521,original,0.01535327,1
209050862,210191145,original,0.01844332,1
209054965,209921551,original,0.05490279,1
209863580,209953021,original,0.13753003,1
209010803,209834164,original,0.00545715,1
209841640,209982809,original,0.05865013,1
209042966,209686462,original,0.36256842,1
209528372,210386482,original,0.06723699,1
20009648,98429569,original,0.09820361,1
209053090,120463086,original,0.0563873,1
209499205,209591044,original,0.07041151,1
165596717,180830101,original,0.11336379,1
209537034,209824852,original,0.01926548,1
210634736,210634740,original,0.01003901,1
209499380,52934000,original,0.09968933,1
209692310,209837677,original,0.05240867,0
211080234,210633090,original,0.47165189,1
209520215,209905405,original,0.00923332,0
209809740,210660376,original,0.15055909,1
1722540,62537081,original,0.01531833,1
209005456,209159700,original,0.06393521,1
209118635,209723662,original,0.11015324,1
209962321,209961658,original,0.04971418,1
208956365,209156670,original,0.05619773,1
208928440,209537361,original,0.04246048,0
209119469,210551917,original,0.05221531,1
209818236,209818239,original,0.01142872,1
208933804,209149020,original,0.01641544,1
209503437,209904861,original,0.0477846,1
210642753,83525158,original,0.053265,1
209136289,209923335,original,0.04402092,1
209485053,22226403,original,0.01364951,1
209482841,209803647,original,0.15982531,1
209113572,209722457,original,0.07202911,1
211154833,210711359,original,0.06901766,1
209028835,210574441,original,0.05183994,1
209485837,209521877,original,0.01432207,1
209678295,53158431,original,0.00693849,1
209883122,209883119,original,0.05362119,1
209805172,210625509,original,0.02262853,1
209522034,209803647,original,0.02464717,1
209842041,209842048,original,0.11297249,1
208926545,3896605,original,0.03973493,1
10761795,210630775,original,0.10859418,1
10763751,210630597,original,0.02263662,1
209709679,209541747,original,0.03332407,1
209572778,209866902,original,0.04222595,1
208955032,208955038,original,0.005685,1
210628998,210232606,original,0.01941143,1
209521871,209521873,original,0.25240615,1
210530604,210530607,original,0.02226439,1
209871540,209962947,original,0.05996173,1
211081115,211081119,original,0.02036493,1
210557477,33105621,original,0.02073394,1
209701746,209485497,original,0.06442302,1
209746947,209746940,original,0.01189692,1
178282591,209818218,original,0.12752762,1
209815703,209918381,original,0.11783072,1
209894140,209982809,original,0.10064743,1
120463086,210231844,original,0.00389822,1
58114564,22995113,original,0.05109604,1
209892349,209892338,original,0.47169976,1
209596748,209744767,original,0.00529615,1
210530597,210530600,original,0.33988026,1
209674303,209480359,original,0.00244178,1
1552366,105477753,original,0.09787515,1
208964596,209495746,original,0.00684581,1
209071189,209842048,original,0.06210984,0
209482010,209482223,original,0.18921737,1
209802166,209802168,original,0.0105492,1
154230916,210537437,original,0.63529621,1
209500970,210621860,original,0.01280555,1
209131813,209702712,original,0.07557744,1
209818239,209818242,original,0.01405258,1
130796362,209480702,original,0.21893291,1
210721869,211166202,original,0.39195779,1
209880831,209880997,original,0.0310362,1
208951640,109067700,original,0.32021795,1
58265697,209511667,original,0.06841182,1
209083171,209491771,original,0.03485462,1
210388127,118411695,original,0.01340405,1
209065567,209532685,original,0.01974509,1
209480702,211184525,original,0.14823271,1
209489115,209496372,original,0.0196629,1
209044304,209044340,original,0.11210271,1
210505979,210505981,original,0.03362396,1
209081074,209537336,original,0.32863428,1
209530380,209804657,original,0.02224294,1
208911854,209722457,original,0.00690735,1
2747803,210623398,original,0.01080197,1
210629246,145534577,original,0.08803323,1
209499318,209873257,original,0.04671851,1
208993106,81834567,original,0.05067709,1
209844290,209954088,original,0.11085765,1
208949117,209078683,original,0.01179662,1
209523197,209523196,original,0.02234009,1
154359608,7800265,original,0.02950073,1
209537373,209673202,original,0.05950513,1
209521108,873467,original,0.01751044,1
209043481,209498913,original,0.02835527,1
209032790,209826974,original,0.02609202,1
209518469,209796984,original,0.00764188,1
209539884,209539728,original,0.02669127,1
209071804,209501237,original,0.08112893,1
51018142,30886080,original,0.01237445,1
209041271,209971709,original,0.00851975,1
210531055,60189909,original,0.0322427,1
209730768,209837677,original,0.02139509,0
208947780,209826974,original,0.0050433,1
27241559,209712655,original,0.00489283,1
209066622,210516014,original,0.15372851,1
51018430,209041260,original,0.01936584,1
210547899,209537372,original,0.13721526,1
209045711,210507234,original,0.10130936,1
209588465,209837677,original,0.3531277,1
11042555,209496372,original,0.06655776,0
209522528,54242840,original,0.02264406,1
209493302,209537361,original,0.1065072,1
5272053,210613406,original,0.00365172,1
209571107,209867187,original,0.1495169,0
209591046,209591044,original,0.43623585,1
209547408,210207119,original,0.0117544,1
209028426,209722457,original,0.03629803,1
209725296,209672946,original,0.05529032,1
209526425,209526424,original,0.03118813,1
209683189,52082755,original,0.04264899,1
209485491,209485480,original,0.01874041,0
209692307,209692310,original,0.02321351,1
209778495,209580064,original,1.62654311,1
43447701,209972888,original,0.05712044,1
209805875,3566826,original,0.00222445,1
209843878,210706114,original,0.02466802,1
209674270,209674268,original,0.02924198,1
209914733,210761870,original,0.34808301,1
209524156,209524153,original,0.2860642,1
210504243,209672867,original,0.05590291,1
209156101,209750119,original,0.0125012,1
209830266,209826974,original,0.06454284,1
209512730,209982244,original,0.01703191,1
208965610,209153331,original,0.07083142,1
38523191,43531652,original,0.16102309,1
2272609,3566826,original,0.02423183,0
211184079,211184321,original,0.06223412,1
209906191,209905828,original,0.12233658,1
209671336,104694169,original,0.09057327,1
209071804,209826974,original,0.00677964,0
209482587,209946183,original,0.04597135,1
209113195,209922538,original,0.00142891,1
209742258,210278511,original,0.07168515,1
209574989,209867187,original,0.13661755,1
209049984,209049991,original,0.08378447,1
209014845,186409505,original,0.07321531,1
209501223,209590633,original,0.07083186,1
25154862,210405839,original,0.09953733,1
209718694,209918677,original,0.01687747,1
209863580,58042571,original,0.02285907,1
210625512,53329746,original,0.05752005,1
209078958,209794811,original,0.22230684,1
209881175,209881288,original,0.0933906,1
2439788,209923303,original,0.11698447,0
209815715,209982809,original,0.03459466,1
209519073,209867187,original,0.05599927,0
210634740,210634743,original,0.04532266,1
209722169,209485498,original,0.01101048,1
209816409,210422091,original,0.07147067,1
209701749,209485497,original,0.04029505,1
209089189,209485489,original,0.14250571,1
209922548,209922538,original,0.00812279,1
209547415,209918381,original,0.02791952,1
209480429,209519445,original,0.00539413,1
210505066,209673593,original,0.07966769,1
209011167,209922935,original,0.13196657,1
52169371,208963251,original,0.07865663,1
8914792,209837677,original,0.52732046,0
210642080,210642084,original,0.09644399,1
20002211,210636771,original,0.01736427,1
9977370,208497223,original,0.21448915,1
209674270,209485498,original,0.58868203,0
189229,105477753,original,0.11304503,1
209542107,104694182,original,0.02057215,1
208953873,209153331,original,0.02291375,1
8162618,210709803,original,0.07616702,0
209839851,209837677,original,0.03074126,1
5134903,210570269,original,0.18353174,1
209046118,209129829,original,0.03778889,1
209495321,209837677,original,0.13841327,1
87255961,209837677,original,0.11498072,1
209064416,20009648,original,0.00943414,0
209866907,209866894,original,0.04496329,1
209113198,209837677,original,0.17349376,1
7800265,209484998,original,0.04201999,1
209485488,209485480,original,0.07515554,1
202627511,209785611,original,0.06103508,1
209560843,209803037,original,0.01828688,1
42832374,58114072,original,0.39586617,1
209522519,51148357,original,0.02019861,1
70553579,209852732,original,0.01635067,1
178282591,211118681,original,0.17629044,1
209723240,209922929,original,0.02587554,1
42832374,209580128,original,0.05447647,1
209684676,209488433,original,0.08290682,1
209059415,209485837,original,0.16918977,1
209833663,210709803,original,0.00401293,1
209838453,209837677,original,0.04182375,1
209596748,52394819,original,0.03486796,1
209058599,209724689,original,0.04732343,1
209479741,209578027,original,0.12585953,1
75169086,209695433,original,0.2935114,1
209796417,209796413,original,0.06342998,1
209683503,190440214,original,0.01967616,1
209950894,209976886,original,0.06558755,1
208936822,209542107,original,0.09970249,1
209494317,209547836,original,0.0698123,1
209157342,209543586,original,0.17737232,1
209682050,209923331,original,0.02210318,1
209573536,210709803,original,0.0236427,1
209056114,209682417,original,0.06152547,1
210627653,210644361,original,0.19874662,1
209071804,210547964,original,0.39531957,1
210503998,7855057,original,0.09524682,1
209918445,209918381,original,0.07367565,1
127923426,209814133,original,0.01600275,1
209521972,209803647,original,0.11941443,1
209520444,209922231,original,0.01286812,0
8203186,209060600,original,0.18197732,0
209088168,209970537,original,0.06127508,1
209059774,209814554,original,0.05914972,1
210640906,60114653,original,0.23889069,1
209070934,209843368,original,0.05914702,1
127923423,127923426,original,0.03238532,1
2747803,210488058,original,0.06992689,1
145534577,210631758,original,0.01806058,1
209065570,209521887,original,0.06713513,1
209543586,209854317,original,0.0412267,1
104511150,208958868,original,0.02228879,1
209496068,209885216,original,0.88673768,1
18666913,21245220,original,0.04000184,1
209029171,209695006,original,0.02478735,1
209798614,209798618,original,0.00657427,1
210633996,210634002,original,0.0205654,1
209086593,209678295,original,0.12376471,0
209688636,209533339,original,0.0078844,1
162480129,209678295,original,0.01256879,1
209722456,209485498,original,0.16114508,1
11040010,209681263,original,0.03216061,1
209812036,77782188,original,0.02815517,1
209520145,209865237,original,0.05457461,1
211079279,211079414,original,0.20903562,1
209527928,20009665,original,0.01591111,1
209554242,77614049,original,0.52171518,1
209878445,209878457,original,0.05522889,1
209519967,209797900,original,0.04700055,1
209045719,209084664,original,0.10661146,1
209896110,52394820,original,0.00369987,1
209118123,209825431,original,0.07005117,1
209522305,40368836,original,0.06236926,1
209010800,209156493,original,0.4431919,1
209813841,210396663,original,0.78259222,1
209155464,209752130,original,0.06166142,1
209479465,209516194,original,0.05728312,1
209131365,209733612,original,0.04039494,1
209135271,209501237,original,0.04752954,1
209521484,26860736,original,0.03115234,1
209722447,209485498,original,0.16513523,1
209722450,209485498,original,0.26108752,1
209942275,211081943,original,0.21684822,1
141684431,209742265,original,0.23782484,1
209957697,211133546,original,0.09030028,1
208991836,210617508,original,0.12601471,1
210550419,209720745,original,0.11768241,1
209829432,209826974,original,0.00843902,1
209722170,209485498,original,0.03580273,1
5272053,209833927,original,0.02472183,1
82608842,50875717,original,0.04361384,0
209038252,209084673,original,0.04137776,1
127873678,53399949,original,0.10438881,1
209809413,209809412,original,0.02955533,1
27241559,209690531,original,0.00315618,1
209046158,209047351,original,0.07319244,1
209535127,209878477,original,0.03632786,1
209005450,209966110,original,0.08742441,1
